# water.dat

processed
1138.0 -642.0 12.2 0.0 0.0 0.25 0.0	1142.0 -642.0 12.2 0.0 0.0 0.25 0.0	1138.0 -634.0 12.2 0.0 0.0 0.25 0.0	1142.0 -634.0 12.2 0.0 0.0 0.25 0.0  1
112.0 -1072.0 0.0001 0.0 0.0 0.25 0.0	188.0 -1072.0 0.0001 0.0 0.0 0.25 0.0	112.0 -932.0 0.0001 0.0 0.0 0.25 0.0	188.0 -932.0 0.0001 0.0 0.0 0.25 0.0  1
328.0 -154.0 0.0 0.0 0.0 0.25 0.0	392.0 -154.0 0.0 0.0 0.0 0.25 0.0	328.0 -86.0 0.0 0.0 0.0 0.25 0.0	392.0 -86.0 0.0 0.0 0.0 0.25 0.0  1
-712.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-678.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-712.0 -840.0 0.0 0.0 0.0 0.25 0.0	-678.0 -840.0 0.0 0.0 0.0 0.25 0.0  1
-678.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-644.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-678.0 -920.0 0.0 0.0 0.0 0.25 0.0	-644.0 -920.0 0.0 0.0 0.0 0.25 0.0  1
-1884.0 -198.0 0.0 0.0 0.0 0.25 0.0	-1340.0 -198.0 0.0 0.0 0.0 0.25 0.0	-1884.0 -114.0 0.0 0.0 0.0 0.25 0.0	-1340.0 -114.0 0.0 0.0 0.0 0.25 0.0  1
-1112.0 -668.0 0.0 0.0 0.0 0.25 0.0	-800.0 -668.0 0.0 0.0 0.0 0.25 0.0	-1112.0 -614.0 0.0 0.0 0.0 0.25 0.0	-800.0 -614.0 0.0 0.0 0.0 0.25 0.0  1
-968.0 -284.0 0.0 0.0 0.0 0.25 0.0	-800.0 -284.0 0.0 0.0 0.0 0.25 0.0	-968.0 -128.0 0.0 0.0 0.0 0.25 0.0	-800.0 -128.0 0.0 0.0 0.0 0.25 0.0  1
1400.0 -800.0 0.0 0.0 0.0 0.25 0.0	1600.0 -800.0 0.0 0.0 0.0 0.25 0.0	1400.0 -400.0 0.0 0.0 0.0 0.25 0.0	1600.0 -400.0 0.0 0.0 0.0 0.25 0.0  1
-610.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-536.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-610.0 -1032.0 0.0 0.0 0.0 0.25 0.0	-536.0 -1032.0 0.0 0.0 0.0 0.25 0.0  1
-2200.0 -800.0 0.0 0.0 0.0 0.25 0.0	-2000.0 -800.0 0.0 0.0 0.0 0.25 0.0	-2200.0 -484.0 0.0 0.0 0.0 0.25 0.0	-2000.0 -484.0 0.0 0.0 0.0 0.25 0.0  1
-1104.0 -192.0 0.0 0.0 0.0 0.25 0.0	-968.0 -192.0 0.0 0.0 0.0 0.25 0.0	-1104.0 -128.0 0.0 0.0 0.0 0.25 0.0	-968.0 -128.0 0.0 0.0 0.0 0.25 0.0  1
-644.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-610.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-644.0 -984.0 0.0 0.0 0.0 0.25 0.0	-610.0 -984.0 0.0 0.0 0.0 0.25 0.0  1
-160.0 -440.0 14.2621 0.0 0.0 0.25 0.0	-152.0 -440.0 14.2621 0.0 0.0 0.25 0.0	-160.0 -432.0 14.2621 0.0 0.0 0.25 0.0	-152.0 -432.0 14.2621 0.0 0.0 0.25 0.0  1
-522.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-488.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-522.0 -1016.0 0.0 0.0 0.0 0.25 0.0	-488.0 -1016.0 0.0 0.0 0.0 0.25 0.0  1
-712.0 -1600.0 0.0 0.0 0.0 0.25 0.0	-488.0 -1600.0 0.0 0.0 0.0 0.25 0.0	-712.0 -1074.0 0.0 0.0 0.0 0.25 0.0	-488.0 -1074.0 0.0 0.0 0.0 0.25 0.0  1
700.0 -600.0 0.0 0.0 0.0 0.25 0.0	760.0 -600.0 0.0 0.0 0.0 0.25 0.0	700.0 -360.0 0.0 0.0 0.0 0.25 0.0	760.0 -360.0 0.0 0.0 0.0 0.25 0.0  1
700.0 -320.0 0.0 0.0 0.0 0.25 0.0	720.0 -320.0 0.0 0.0 0.0 0.25 0.0	700.0 -280.0 0.0 0.0 0.0 0.25 0.0	720.0 -280.0 0.0 0.0 0.0 0.25 0.0  1
700.0 -280.0 0.0 0.0 0.0 0.25 0.0	740.0 -280.0 0.0 0.0 0.0 0.25 0.0	700.0 -240.0 0.0 0.0 0.0 0.25 0.0	740.0 -240.0 0.0 0.0 0.0 0.25 0.0  1
700.0 -240.0 0.0 0.0 0.0 0.25 0.0	760.0 -240.0 0.0 0.0 0.0 0.25 0.0	700.0 -200.0 0.0 0.0 0.0 0.25 0.0	760.0 -200.0 0.0 0.0 0.0 0.25 0.0  1
700.0 -200.0 0.0 0.0 0.0 0.25 0.0	780.0 -200.0 0.0 0.0 0.0 0.25 0.0	700.0 -160.0 0.0 0.0 0.0 0.25 0.0	780.0 -160.0 0.0 0.0 0.0 0.25 0.0  1
700.0 -160.0 0.0 0.0 0.0 0.25 0.0	740.0 -160.0 0.0 0.0 0.0 0.25 0.0	700.0 -140.0 0.0 0.0 0.0 0.25 0.0	740.0 -140.0 0.0 0.0 0.0 0.25 0.0  1
-510.0 -846.0 0.0 0.0 0.0 0.25 0.0	-488.0 -846.0 0.0 0.0 0.0 0.25 0.0	-510.0 -800.0 0.0 0.0 0.0 0.25 0.0	-488.0 -800.0 0.0 0.0 0.0 0.25 0.0  1
720.0 -130.0 0.0 0.0 0.0 0.25 0.0	740.0 -130.0 0.0 0.0 0.0 0.25 0.0	720.0 -70.0 0.0 0.0 0.0 0.25 0.0	740.0 -70.0 0.0 0.0 0.0 0.25 0.0  1
-488.0 -1600.0 0.0 0.0 0.0 0.25 0.0	-400.0 -1600.0 0.0 0.0 0.0 0.25 0.0	-488.0 -800.0 0.0 0.0 0.0 0.25 0.0	-400.0 -800.0 0.0 0.0 0.0 0.25 0.0  1
760.0 -600.0 0.0 0.0 0.0 0.25 0.0	800.0 -600.0 0.0 0.0 0.0 0.25 0.0	760.0 -520.0 0.0 0.0 0.0 0.25 0.0	800.0 -520.0 0.0 0.0 0.0 0.25 0.0  1
-586.0 -702.0 0.0 0.0 0.0 0.25 0.0	-552.0 -702.0 0.0 0.0 0.0 0.25 0.0	-586.0 -668.0 0.0 0.0 0.0 0.25 0.0	-552.0 -668.0 0.0 0.0 0.0 0.25 0.0  1
-552.0 -776.0 0.0 0.0 0.0 0.25 0.0	-516.0 -776.0 0.0 0.0 0.0 0.25 0.0	-552.0 -668.0 0.0 0.0 0.0 0.25 0.0	-516.0 -668.0 0.0 0.0 0.0 0.25 0.0  1
-704.0 -724.0 0.0 0.0 0.0 0.25 0.0	-652.0 -724.0 0.0 0.0 0.0 0.25 0.0	-704.0 -668.0 0.0 0.0 0.0 0.25 0.0	-652.0 -668.0 0.0 0.0 0.0 0.25 0.0  1
-800.0 -800.0 0.0 0.0 0.0 0.25 0.0	-704.0 -800.0 0.0 0.0 0.0 0.25 0.0	-800.0 -668.0 0.0 0.0 0.0 0.25 0.0	-704.0 -668.0 0.0 0.0 0.0 0.25 0.0  1
1400.0 -400.0 0.0 0.0 0.0 0.25 0.0	1500.0 -400.0 0.0 0.0 0.0 0.25 0.0	1400.0 -200.0 0.0 0.0 0.0 0.25 0.0	1500.0 -200.0 0.0 0.0 0.0 0.25 0.0  1
400.0 -1600.0 0.0 0.0 0.0 0.25 0.0	800.0 -1600.0 0.0 0.0 0.0 0.25 0.0	400.0 -800.0 0.0 0.0 0.0 0.25 0.0	800.0 -800.0 0.0 0.0 0.0 0.25 0.0  1
-800.0 -408.0 -0.0001 0.0 0.0 0.25 0.0	-604.0 -408.0 -0.0001 0.0 0.0 0.25 0.0	-800.0 -316.0 -0.0001 0.0 0.0 0.25 0.0	-604.0 -316.0 -0.0001 0.0 0.0 0.25 0.0  1
-800.0 -668.0 0.0 0.0 0.0 0.25 0.0	-516.0 -668.0 0.0 0.0 0.0 0.25 0.0	-800.0 -472.0 0.0 0.0 0.0 0.25 0.0	-516.0 -472.0 0.0 0.0 0.0 0.25 0.0  1
470.0 -540.0 -0.0002 0.0 0.0 0.25 0.0	514.0 -540.0 -0.0002 0.0 0.0 0.25 0.0	470.0 -456.0 -0.0002 0.0 0.0 0.25 0.0	514.0 -456.0 -0.0002 0.0 0.0 0.25 0.0  1
-400.0 -952.0 -0.0002 0.0 0.0 0.25 0.0	-172.0 -952.0 -0.0002 0.0 0.0 0.25 0.0	-400.0 -920.0 -0.0002 0.0 0.0 0.25 0.0	-172.0 -920.0 -0.0002 0.0 0.0 0.25 0.0  1
-166.0 -930.0 2.82735 0.0 0.0 0.25 0.0	-138.0 -930.0 2.82735 0.0 0.0 0.25 0.0	-166.0 -902.0 2.82735 0.0 0.0 0.25 0.0	-138.0 -902.0 2.82735 0.0 0.0 0.25 0.0  1
-594.0 -346.0 2.51039 0.0 0.0 0.25 0.0	-566.0 -346.0 2.51039 0.0 0.0 0.25 0.0	-594.0 -318.0 2.51039 0.0 0.0 0.25 0.0	-566.0 -318.0 2.51039 0.0 0.0 0.25 0.0  1
-516.0 -800.0 0.0 0.0 0.0 0.25 0.0	-340.0 -800.0 0.0 0.0 0.0 0.25 0.0	-516.0 -472.0 0.0 0.0 0.0 0.25 0.0	-340.0 -472.0 0.0 0.0 0.0 0.25 0.0  1
-880.0 -464.0 0.0 0.0 0.0 0.25 0.0	-800.0 -464.0 0.0 0.0 0.0 0.25 0.0	-880.0 -284.0 0.0 0.0 0.0 0.25 0.0	-800.0 -284.0 0.0 0.0 0.0 0.25 0.0  1
-934.0 -518.0 0.0 0.0 0.0 0.25 0.0	-800.0 -518.0 0.0 0.0 0.0 0.25 0.0	-934.0 -464.0 0.0 0.0 0.0 0.25 0.0	-800.0 -464.0 0.0 0.0 0.0 0.25 0.0  1
-982.0 -614.0 0.0 0.0 0.0 0.25 0.0	-800.0 -614.0 0.0 0.0 0.0 0.25 0.0	-982.0 -518.0 0.0 0.0 0.0 0.25 0.0	-800.0 -518.0 0.0 0.0 0.0 0.25 0.0  1
-1304.0 -800.0 0.0 0.0 0.0 0.25 0.0	-1144.0 -800.0 0.0 0.0 0.0 0.25 0.0	-1304.0 -708.0 0.0 0.0 0.0 0.25 0.0	-1144.0 -708.0 0.0 0.0 0.0 0.25 0.0  1
-1780.0 -800.0 0.0 0.0 0.0 0.25 0.0	-1304.0 -800.0 0.0 0.0 0.0 0.25 0.0	-1780.0 -672.0 0.0 0.0 0.0 0.25 0.0	-1304.0 -672.0 0.0 0.0 0.0 0.25 0.0  1
-1936.0 -800.0 0.0 0.0 0.0 0.25 0.0	-1780.0 -800.0 0.0 0.0 0.0 0.25 0.0	-1936.0 -708.0 0.0 0.0 0.0 0.25 0.0	-1780.0 -708.0 0.0 0.0 0.0 0.25 0.0  1
-2000.0 -800.0 0.0 0.0 0.0 0.25 0.0	-1936.0 -800.0 0.0 0.0 0.0 0.25 0.0	-2000.0 -696.0 0.0 0.0 0.0 0.25 0.0	-1936.0 -696.0 0.0 0.0 0.0 0.25 0.0  1
-2200.0 -484.0 0.0 0.0 0.0 0.25 0.0	-2048.0 -484.0 0.0 0.0 0.0 0.25 0.0	-2200.0 -192.0 0.0 0.0 0.0 0.25 0.0	-2048.0 -192.0 0.0 0.0 0.0 0.25 0.0  1
-2200.0 -192.0 0.0 0.0 0.0 0.25 0.0	-2016.0 -192.0 0.0 0.0 0.0 0.25 0.0	-2200.0 -112.0 0.0 0.0 0.0 0.25 0.0	-2016.0 -112.0 0.0 0.0 0.0 0.25 0.0  1
-2016.0 -166.0 0.0 0.0 0.0 0.25 0.0	-1884.0 -166.0 0.0 0.0 0.0 0.25 0.0	-2016.0 -110.0 0.0 0.0 0.0 0.25 0.0	-1884.0 -110.0 0.0 0.0 0.0 0.25 0.0  1
-1686.0 -222.0 0.0 0.0 0.0 0.25 0.0	-1574.0 -222.0 0.0 0.0 0.0 0.25 0.0	-1686.0 -198.0 0.0 0.0 0.0 0.25 0.0	-1574.0 -198.0 0.0 0.0 0.0 0.25 0.0  1
2290.0 -800.0 -0.0001 0.0 0.0 0.25 0.0	2332.0 -800.0 -0.0001 0.0 0.0 0.25 0.0	2290.0 -132.0 -0.0001 0.0 0.0 0.25 0.0	2332.0 -132.0 -0.0001 0.0 0.0 0.25 0.0  1
-400.0 -848.0 0.0001 0.0 0.0 0.25 0.0	-256.0 -848.0 0.0001 0.0 0.0 0.25 0.0	-400.0 -800.0 0.0001 0.0 0.0 0.25 0.0	-256.0 -800.0 0.0001 0.0 0.0 0.25 0.0  1
700.0 -700.0 0.0 0.0 0.0 0.25 0.0	800.0 -700.0 0.0 0.0 0.0 0.25 0.0	700.0 -600.0 0.0 0.0 0.0 0.25 0.0	800.0 -600.0 0.0 0.0 0.0 0.25 0.0  1
700.0 -800.0 0.0 0.0 0.0 0.25 0.0	740.0 -800.0 0.0 0.0 0.0 0.25 0.0	700.0 -700.0 0.0 0.0 0.0 0.25 0.0	740.0 -700.0 0.0 0.0 0.0 0.25 0.0  1
740.0 -720.0 0.0 0.0 0.0 0.25 0.0	760.0 -720.0 0.0 0.0 0.0 0.25 0.0	740.0 -700.0 0.0 0.0 0.0 0.25 0.0	760.0 -700.0 0.0 0.0 0.0 0.25 0.0  1
740.0 -800.0 0.0 0.0 0.0 0.25 0.0	760.0 -800.0 0.0 0.0 0.0 0.25 0.0	740.0 -780.0 0.0 0.0 0.0 0.25 0.0	760.0 -780.0 0.0 0.0 0.0 0.25 0.0  1
1118.0 -646.0 12.2 0.0 0.0 0.25 0.0	1126.0 -646.0 12.2 0.0 0.0 0.25 0.0	1118.0 -638.0 12.2 0.0 0.0 0.25 0.0	1126.0 -638.0 12.2 0.0 0.0 0.25 0.0  1
800.0 -690.0 0.0 0.0 0.0 0.25 0.0	840.0 -690.0 0.0 0.0 0.0 0.25 0.0	800.0 -590.0 0.0 0.0 0.0 0.25 0.0	840.0 -590.0 0.0 0.0 0.0 0.25 0.0  1
-800.0 -472.0 -0.0001 0.0 0.0 0.25 0.0	-456.0 -472.0 -0.0001 0.0 0.0 0.25 0.0	-800.0 -408.0 -0.0001 0.0 0.0 0.25 0.0	-456.0 -408.0 -0.0001 0.0 0.0 0.25 0.0  1
-460.0 -712.0 0.0001 0.0 0.0 0.25 0.0	-340.0 -712.0 0.0001 0.0 0.0 0.25 0.0	-460.0 -472.0 0.0001 0.0 0.0 0.25 0.0	-340.0 -472.0 0.0001 0.0 0.0 0.25 0.0  1
-3000.0 -3000.0 0.0 0.0 0.0 0.25 0.0	3000.0 -3000.0 0.0 0.0 0.0 0.25 0.0	-3000.0 -2400.0 0.0 0.0 0.0 0.25 0.0	3000.0 -2400.0 0.0 0.0 0.0 0.25 0.0  1
-800.0 -316.0 0.0 0.0 0.0 0.25 0.0	-656.0 -316.0 0.0 0.0 0.0 0.25 0.0	-800.0 -224.0 0.0 0.0 0.0 0.25 0.0	-656.0 -224.0 0.0 0.0 0.0 0.25 0.0  1
-800.0 -224.0 0.0001 0.0 0.0 0.25 0.0	-708.0 -224.0 0.0001 0.0 0.0 0.25 0.0	-800.0 -132.0 0.0001 0.0 0.0 0.25 0.0	-708.0 -132.0 0.0001 0.0 0.0 0.25 0.0  1
-400.0 -884.0 0.0 0.0 0.0 0.25 0.0	-228.0 -884.0 0.0 0.0 0.0 0.25 0.0	-400.0 -848.0 0.0 0.0 0.0 0.25 0.0	-228.0 -848.0 0.0 0.0 0.0 0.25 0.0  1
-400.0 -1072.0 -0.0003 0.0 0.0 0.25 0.0	-132.0 -1072.0 -0.0003 0.0 0.0 0.25 0.0	-400.0 -952.0 -0.0003 0.0 0.0 0.25 0.0	-132.0 -952.0 -0.0003 0.0 0.0 0.25 0.0  1
-132.0 -1072.0 -0.0003 0.0 0.0 0.25 0.0	-88.0 -1072.0 -0.0003 0.0 0.0 0.25 0.0	-132.0 -1040.0 -0.0003 0.0 0.0 0.25 0.0	-88.0 -1040.0 -0.0003 0.0 0.0 0.25 0.0  1
-88.0 -1072.0 -0.0002 0.0 0.0 0.25 0.0	-36.0 -1072.0 -0.0002 0.0 0.0 0.25 0.0	-88.0 -960.0 -0.0002 0.0 0.0 0.25 0.0	-36.0 -960.0 -0.0002 0.0 0.0 0.25 0.0  1
324.0 -180.0 -0.0001 0.0 0.0 0.25 0.0	400.0 -180.0 -0.0001 0.0 0.0 0.25 0.0	324.0 -64.0 -0.0001 0.0 0.0 0.25 0.0	400.0 -64.0 -0.0001 0.0 0.0 0.25 0.0  1
-36.0 -1072.0 -0.0001 0.0 0.0 0.25 0.0	28.0 -1072.0 -0.0001 0.0 0.0 0.25 0.0	-36.0 -944.0 -0.0001 0.0 0.0 0.25 0.0	28.0 -944.0 -0.0001 0.0 0.0 0.25 0.0  1
476.0 -800.0 0.0 0.0 0.0 0.25 0.0	600.0 -800.0 0.0 0.0 0.0 0.25 0.0	476.0 -92.0 0.0 0.0 0.0 0.25 0.0	600.0 -92.0 0.0 0.0 0.0 0.25 0.0  1
372.0 -256.0 -0.0003 0.0 0.0 0.25 0.0	476.0 -256.0 -0.0003 0.0 0.0 0.25 0.0	372.0 -180.0 -0.0003 0.0 0.0 0.25 0.0	476.0 -180.0 -0.0003 0.0 0.0 0.25 0.0  1
380.0 -456.0 -0.0002 0.0 0.0 0.25 0.0	476.0 -456.0 -0.0002 0.0 0.0 0.25 0.0	380.0 -256.0 -0.0002 0.0 0.0 0.25 0.0	476.0 -256.0 -0.0002 0.0 0.0 0.25 0.0  1
288.0 -720.0 0.0002 0.0 0.0 0.25 0.0	476.0 -720.0 0.0002 0.0 0.0 0.25 0.0	288.0 -640.0 0.0002 0.0 0.0 0.25 0.0	476.0 -640.0 0.0002 0.0 0.0 0.25 0.0  1
336.0 -640.0 0.0001 0.0 0.0 0.25 0.0	476.0 -640.0 0.0001 0.0 0.0 0.25 0.0	336.0 -556.0 0.0001 0.0 0.0 0.25 0.0	476.0 -556.0 0.0001 0.0 0.0 0.25 0.0  1
188.0 -1072.0 0.0001 0.0 0.0 0.25 0.0	400.0 -1072.0 0.0001 0.0 0.0 0.25 0.0	188.0 -884.0 0.0001 0.0 0.0 0.25 0.0	400.0 -884.0 0.0001 0.0 0.0 0.25 0.0  1
28.0 -1072.0 0.0 0.0 0.0 0.25 0.0	112.0 -1072.0 0.0 0.0 0.0 0.25 0.0	28.0 -980.0 0.0 0.0 0.0 0.25 0.0	112.0 -980.0 0.0 0.0 0.0 0.25 0.0  1
400.0 -180.0 -0.0002 0.0 0.0 0.25 0.0	476.0 -180.0 -0.0002 0.0 0.0 0.25 0.0	400.0 -32.0 -0.0002 0.0 0.0 0.25 0.0	476.0 -32.0 -0.0002 0.0 0.0 0.25 0.0  1
244.0 32.0 0.0 0.0 0.0 0.25 0.0	376.0 32.0 0.0 0.0 0.0 0.25 0.0	244.0 92.0 0.0 0.0 0.0 0.25 0.0	376.0 92.0 0.0 0.0 0.0 0.25 0.0  1
236.0 92.0 0.0 0.0 0.0 0.25 0.0	376.0 92.0 0.0 0.0 0.0 0.25 0.0	236.0 280.0 0.0 0.0 0.0 0.25 0.0	376.0 280.0 0.0 0.0 0.0 0.25 0.0  1
-786.0 170.0 0.0001 0.0 0.0 0.25 0.0	-652.0 170.0 0.0001 0.0 0.0 0.25 0.0	-786.0 286.0 0.0001 0.0 0.0 0.25 0.0	-652.0 286.0 0.0001 0.0 0.0 0.25 0.0  1
-800.0 -132.0 0.0001 0.0 0.0 0.25 0.0	-632.0 -132.0 0.0001 0.0 0.0 0.25 0.0	-800.0 -32.0 0.0001 0.0 0.0 0.25 0.0	-632.0 -32.0 0.0001 0.0 0.0 0.25 0.0  1
-1212.0 -96.0 0.0 0.0 0.0 0.25 0.0	-1100.0 -96.0 0.0 0.0 0.0 0.25 0.0	-1212.0 -8.0 0.0 0.0 0.0 0.25 0.0	-1100.0 -8.0 0.0 0.0 0.0 0.25 0.0  1
2712.0 -6.10352e-005 -0.0001 0.0 0.0 0.25 0.0	2800.0 -6.10352e-005 -0.0001 0.0 0.0 0.25 0.0	2712.0 308.0 -0.0001 0.0 0.0 0.25 0.0	2800.0 308.0 -0.0001 0.0 0.0 0.25 0.0  1
-786.0 86.0 0.0 0.0 0.0 0.25 0.0	-634.0 86.0 0.0 0.0 0.0 0.25 0.0	-786.0 138.0 0.0 0.0 0.0 0.25 0.0	-634.0 138.0 0.0 0.0 0.0 0.25 0.0  1
-954.0 120.0 0.0001 0.0 0.0 0.25 0.0	-786.0 120.0 0.0001 0.0 0.0 0.25 0.0	-954.0 194.0 0.0001 0.0 0.0 0.25 0.0	-786.0 194.0 0.0001 0.0 0.0 0.25 0.0  1
-504.0 -8.0 0.0 0.0 0.0 0.25 0.0	-504.0 -8.0 0.0 0.0 0.0 0.25 0.0	-504.0 -8.0 0.0 0.0 0.0 0.25 0.0	-504.0 -8.0 0.0 0.0 0.0 0.25 0.0  1
520.0 34.0 -0.0001 0.0 0.0 0.25 0.0	740.0 34.0 -0.0001 0.0 0.0 0.25 0.0	520.0 210.0 -0.0001 0.0 0.0 0.25 0.0	740.0 210.0 -0.0001 0.0 0.0 0.25 0.0  1
720.0 20.0 0.0 0.0 0.0 0.25 0.0	740.0 20.0 0.0 0.0 0.0 0.25 0.0	720.0 60.0 0.0 0.0 0.0 0.25 0.0	740.0 60.0 0.0 0.0 0.0 0.25 0.0  1
680.0 10.0 0.0 0.0 0.0 0.25 0.0	720.0 10.0 0.0 0.0 0.0 0.25 0.0	680.0 50.0 0.0 0.0 0.0 0.25 0.0	720.0 50.0 0.0 0.0 0.0 0.25 0.0  1
600.0 -3.8147e-006 0.0 0.0 0.0 0.25 0.0	680.0 -3.8147e-006 0.0 0.0 0.0 0.25 0.0	600.0 36.0 0.0 0.0 0.0 0.25 0.0	680.0 36.0 0.0 0.0 0.0 0.25 0.0  1
720.0 -40.0 0.0 0.0 0.0 0.25 0.0	760.0 -40.0 0.0 0.0 0.0 0.25 0.0	720.0 -3.8147e-006 0.0 0.0 0.0 0.25 0.0	760.0 -3.8147e-006 0.0 0.0 0.0 0.25 0.0  1
