//////////// EXTRASUNNY_LA 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
//10PM 
5 5 5 150 150 150 255 255 255 5 12 15      22 24 23    255 128 0   5 0 0    0.00 0.50 1.00 0 0 0                  1000 -200.00 1.00 50 40 0  0 0 0	5 5 5 240 	255 77 77 77	255 0 0 0	0 0 0
// 
//////////// SUNNY_LA 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
5 5 5      150 150 150 255 255 255 5 12 15      18 20 23   255 128 0   5 0 0   0.00 0.50 1.00 0 0 0                1400 0.00 1.00 21 14 14   21 14 14	5 5 5 240 	255 77 77 77	255 0 0 0	255 0 0 
//5AM 
5 5 5      150 150 150 255 255 255 5 12 15      18 20 23    255 128 0   5 0 0   2.00 0.50 1.00 0 0 0                1400 0 1.00 21 14 14   21 14 14	5 5 5 240 	255 77 77 77	255 0 0 0	155 0 0
//6AM 
55 55 55      150 150 150 255 255 255 53 98 107 101 65 16    155 155 155	155 120 0   2.00 1.00 1.00 0 0 0                1400 0.00 1.00 50 40 0  120 92 88	185 160 160 240	190 255 184 109	190 255 184 109 	255 0 0
//7AM 
150 150 150 150 150 150 200 200 200 38 95 173  118 122 142  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1400.00 0.00 0.50 30 30 30	145 164 183	145 170 170 240	190 255 211 165	190 255 211 165	255 0 0
//Midday 
150 150 150 150 150 150 200 200 200 55 102 149  90 110 135  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1400.00  0.00 0.00 30 30 30 	145 164 183	90 170 170 240	190 255 230 207	190 255 230 207   255 0 0
//7PM 
150 150 150 150 150 150 200 200 200 80 123 163  132 132 108  155 155 155	155 120 0   2.00 1.00 0.00 255 255 255 	1400.00 0.00 0.80 30 30 30	145 164 183	50 97 97 240	190 255 184 109	190 255 184 109  	 255 0 0
//8PM 
55 55 55   163 163 163 255 255 255 109 142 189 165 155 130 255 128 0   155 0 0 0.00 0.50 1.00 0 0 0            1400 0 1.00 110 33 6  100 100 100	110 33 6 240	25 255 139 22	25 255 139 22	255 0 0
//10PM 
5 5 5      150 150 150 255 255 255 5 12 15      18 20 23    255 128 0   5 0 0   0.00 0.50 1.00 0 0 0                1400 0 1.00 21 14 14   21 14 14	5 5 5 240 	255 77 77 77	255 0 0 0	255 0 0
// 
//////////// EXTRASUNNY_SMOG_LA 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
0 0 0    220 212 130 255 255 255 15 22 25      22 24 23 255 128 0   5 0 0  0.00 0.50 1.00 0 0 0                 800  -400 1.00 0 0 0    3 3 3   5 5 5 240     255 77 77 77	255 0 0 0  0 0 0 
//5AM 
0 0 0    220 212 130 255 255 255 15 22 25      22 24 23 62 47 0   0 0 0   1.00 0.50 1.00 0 0 0               800 -400 1.00 0 0 0     3 3 3   5 5 5 240    255 77 77 77	255 0 0 0  0 0 0 
//6AM 
55 55 55   220 212 130 255 255 255 91 85 68 89 68 40  155 155 155	155 0 0   1.05 1.00 1.00 0 0 0             800 -400 1.00 0 0 0     3 3 3   85 85 65 240    190 255 184 109	190 255 184 109   0 0 0 
//7AM 
150 150 150 150 150 150 200 200 200 114 127 140  134 130 128    155 155 155	155 0 0   .505 .50 1.00 155 155 155     800 -400.00 0.80 0 0 0   120 92 88   90 170 170 240  190 255 211 165	190 255 211 165      0 0 0  
//Midday 
150 150 150 150 150 150 200 200 200 114 127 140  130 128 128  155 155 155	155 0 0   .505 .50 1.00 155 155 155        800.00 -400.00 0.00 0 0 0   145 164 183 90 170 170 240 190 255 230 207	190 255 230 207    0 0 0
//7PM 
150 150 150 150 150 150 200 200 200 150 150 160 160 141 112  155 155 155	155 0 0   1.05 1.00 0.00 155 155 155         800.00 -400.00 0.00 0 0 0    145 164 183 90 170 170 240  190 255 184 109	190 255 184 109    0 0 0  
//8PM 
55 55 55	141 141 141	255 255 255	152 148 144   152 148 124   10 10 0	10 0 0	0.00 0.50 1.00 0 0 0	800.00 -400.00 0.80 100 34 25	0 0 0	122 121 124 240	25 255 139 22	25 255 139 22	0 0 0
//10PM 
0 0 0    220 212 130 255 255 255 15 22 25      22 24 23 255 128 0   5 0 0   0.00 0.50 1.00 0 0 0                800 -400.00 0.80 0 0 0     3 3 3   5 5 5 240    255 77 77 77	255 0 0 0  0 0 0 
// 
//////////// SUNNY_SMOG_LA 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
5 5 5 150 150 150 255 255 255 5 12 15      18 20 23    255 128 0   5 0 0    0.00 0.50 1.00 0 0 0                   1400 -100.00 1.00 0 0 0   3 3 3	5 5 5 240	255 77 77 77	255 0 0 0	0 0 0 
//5AM 
5 5 5 150 150 150 255 255 255 5 12 15      18 20 23    255 128 0	255 0 0	2.00 0.50 1.00 0 0 0                   1400 -100.00 1.00 0 0 0   50 43 36	5 5 5 240	255 77 77 77	255 0 0 0	0 0 0
//6AM 
55 55 55 150 150 150 255 255 255 53 98 107 101 65 16   155 155 155	155 120 0   2.00 1.00 1.00 0 0 0                    1400 -100.00 1.00 0 0 0   120 92 88	185 160 160 240	190 255 184 109	190 255 184 109 	0 0 0
//7AM 
150 150 150 150 150 150 200 200 200 38 95 173  118 122 142  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1400.00 -100.00 0.80 0 0 0	145 164 183	145 170 170 240	190 255 211 165	190 255 211 165	0 0 0
//Midday 
150 150 150 150 150 150 200 200 200 55 102 149  90 110 135  155 155 155	155 155 155   1.40 .75 0.00 255 255 255  	1400.00 -100.00 0.00 0 0 0	145 164 183	90 170 170 240	190 255 230 207	190 255 230 207  	0 0 0
//7PM 
150 150 150 150 150 150 200 200 200 80 123 163  132 132 108  155 155 155	155 120 0   2.00 1.00 0.00 255 255 255 	1400.00 -100.00 0.80 0 0 0	110 33 6	50 97 97 240	190 255 184 109	190 255 184 109  	0 0 0
//8PM 
55 55 55 163 163 163 255 255 255 109 142 189 165 155 130 255 128 0   155 0 0 0.00 0.50 1.00 0 0 0              1400 -100.00 1.00 0 0 0   0 0 0	67 67 67 240	25 255 139 22	25 255 139 22	0 0 0
//10PM 
5 5 5 150 150 150 255 255 255 5 12 15      18 20 23    255 128 0   5 0 0    0.00 0.50 1.00 0 0 0                  1400 -100.00 1.00 0 0 0   0 0 0	5 5 5 240	255 77 77 77	255 0 0 0	0 0 0
// 
//////////// CLOUDY_LA 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
5 5 5     157 176 208 255 255 255 31 24 24    41 34 34    10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14  23 28 30    5 5 5 240    255 77 77 77	255 0 0 0    255 0 0 
//5AM 
5 5 5    157 176 208 255 255 255 31 24 24    41 34 34    10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14  23 28 30    5 5 5 240    255 77 77 77	255 0 0 0    255 0 0 
//6AM 
150 150 150    150 150 150 150 150 150  71 64 64    81 74 74     10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14 23 28 30    55 55 66 240    0 188 206 255	0 188 206 255    255 0 0 
//7AM 
150 150 150    150 150 150 150 150 150 161 151 154 151 141 144 10 10 0 10 0 0  0.00 0.00 1.00 50 50 50            1000 -200 0.30 141 118 118 169 179 184  125 125 125 240 180 205 217 255    180 205 217 255 255 0 0 
//Midday 
150 150 150    150 150 150 150 150 150 181 171 174 171 161 164 10 10 0 10 0 0  0.00 0.00 1.00 75 75 75            1000 -200 0.30 141 118 118 169 179 184  125 125 125 240 180 244 242 255    180 244 242 255 255 0 0 
//7PM 
150 150 150    150 150 150 150 150 150 129 122 125 119 112 115 10 10 0 10 0 0  0.00 0.00 1.00 20 20 20             1000 -200 0.30 141 118 118 169 179 184  125 125 125 240 180 188 206 255    180 188 206 255 255 0 0 
//8PM
150 150 150    150 150 150 150 150 150  105 137 153    85 99 119    0 0 0   0 0 0  0.00 0.50 1.00 0 0 0              1000 -200.00 1.00 21 14 14 84 106 112    122 126 134 240 0 188 206 255    0 188 206 255  255 0 0 
//10PM 
5 5 5    157 176 208 255 255 255 31 24 24    41 34 34    10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14  23 28 30    5 5 5 240    255 77 77 77	255 0 0 0    255 0 0 
// 
//////////// SUNNY_SF 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
5 5 5      150 150 150 255 255 255 8 8 10      18 20 23	   255 128 0   5 0 0   0.00 0.50 1.00 0 0 0                1400 0 1.00 21 14 14   21 14 14	5 5 5 240	255 77 77 77	255 0 0 0	255 0 0 
//5AM 
5 5 5     150 150 150 255 255 255 8 8 10      18 20 23    255 128 0   5 0 0   2.00 0.50 1.00 0 0 0                1400 0 1.00 21 14 14   21 14 14	5 5 5 240	255 77 77 77	255 0 0 0	255 0 0
//6AM 
55 55 55      150 150 150 255 255 255 53 98 107 101 65 16    155 155 155	155 120 0   2.00 1.00 1.00 0 0 0                1400 0.00 1.00 50 40 0  120 92 88	185 160 160 240	190 255 184 109	190 255 184 109 	255 0 0
//7AM 
150 150 150 150 150 150 200 200 200 38 95 173  118 122 142  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1400.00 0.00 0.50 30 30 30	145 164 183	145 170 170 240	190 255 211 165	190 255 211 165	255 0 0
//Midday 
150 150 150 150 150 150 200 200 200 55 102 149  90 110 135  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1400.00  0.00 0.00 30 30 30 	145 164 183	90 170 170 240	190 255 230 207	190 255 230 207   255 0 0
//7PM 
150 150 150 150 150 150 200 200 200 80 123 163  132 132 108  155 155 155	155 120 0   2.00 1.00 0.00 255 255 255 	1400.00 0.00 0.80 30 30 30	145 164 183	50 97 97 240	190 255 184 109	190 255 184 109  	 255 0 0
//8PM 
55 55 55   163 163 163 255 255 255 109 142 189 165 155 130 255 128 0   155 0 0 0.00 0.50 1.00 0 0 0            1400 0 1.00 110 33 6  100 100 100	110 33 6 240	25 255 139 22	25 255 139 22	255 0 0
//10PM 
5 5 5     150 150 150 255 255 255 8 8 10      18 20 23    255 128 0   5 0 0   0.00 0.50 1.00 0 0 0                1400 0 1.00 21 14 14   21 14 14	5 5 5 240	255 77 77 77	255 0 0 0	255 0 0
// 
//////////// EXTRASUNNY_SF 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
5 5 5 150 150 150 255 255 255 8 8 10      18 20 23    255 128 0   5 0 0    0.00 0.50 1.00 0 0 0                   1400 -100.00 1.00 0 0 0   3 3 3	5 5 5 240	255 77 77 77	255 0 0 0	0 0 0 
//5AM 
5 5 5 150 150 150 255 255 255 8 8 10      18 20 23    255 128 0	255 0 0	2.00 0.50 1.00 0 0 0                   1400 -100.00 1.00 0 0 0   50 43 36	5 5 5 240	255 77 77 77	255 0 0 0	0 0 0
//6AM 
55 55 55 150 150 150 255 255 255 53 98 107 101 65 16   155 155 155	155 120 0   2.00 1.00 1.00 0 0 0                    1400 -100.00 1.00 0 0 0   120 92 88	185 160 160 240	190 255 184 109	190 255 184 109 	0 0 0
//7AM 
150 150 150 150 150 150 200 200 200 38 95 173  118 122 142  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1400.00 -100.00 0.80 0 0 0	145 164 183	145 170 170 240	190 255 211 165	190 255 211 165	0 0 0
//Midday 
150 150 150 150 150 150 200 200 200 55 102 149  90 110 135  155 155 155	155 155 155   1.40 .75 0.00 255 255 255  	1400.00 -100.00 0.00 0 0 0	145 164 183	90 170 170 240	190 255 230 207	190 255 230 207  	0 0 0
//7PM 
150 150 150 150 150 150 200 200 200 80 123 163  132 132 108  155 155 155	155 120 0   2.00 1.00 0.00 255 255 255 	1400.00 -100.00 0.80 0 0 0	110 33 6	50 97 97 240	190 255 184 109	190 255 184 109  	0 0 0
//8PM 
55 55 55 163 163 163 255 255 255 109 142 189 165 155 130 255 128 0   155 0 0 0.00 0.50 1.00 0 0 0              1400 -100.00 1.00 0 0 0   0 0 0	67 67 67 240	25 255 139 22	25 255 139 22	0 0 0
//10PM 
5 5 5 150 150 150 255 255 255 8 8 10      18 20 23    255 128 0   5 0 0    0.00 0.50 1.00 0 0 0                  1400 -100.00 1.00 0 0 0   0 0 0	5 5 5 240	255 77 77 77	255 0 0 0	0 0 0
// 
//////////// CLOUDY_SF 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
5 5 5     157 176 208 255 255 255 21 14 14    31 24 24    10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14  23 28 30    5 5 5 240    255 77 77 77	255 0 0 0    255 0 0 
//5AM 
5 5 5    157 176 208 255 255 255 21 14 14    31 24 24    10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14  23 28 30    5 5 5 240    255 77 77 77	255 0 0 0    255 0 0 
//6AM 
150 150 150    150 150 150 150 150 150  71 64 64    81 74 74     10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14 23 28 30    55 55 66 240    0 188 206 255	0 188 206 255    255 0 0 
//7AM 
150 150 150    150 150 150 150 150 150 161 151 154 151 141 144 10 10 0 10 0 0  0.00 0.00 1.00 50 50 50            1000 -200 0.30 141 118 118 169 179 184  125 125 125 240 180 205 217 255    180 205 217 255 255 0 0 
//Midday 
150 150 150    150 150 150 150 150 150 181 171 174 171 161 164 10 10 0 10 0 0  0.00 0.00 1.00 75 75 75            1000 -200 0.30 141 118 118 169 179 184  125 125 125 240 180 244 242 255    180 244 242 255 255 0 0 
//7PM 
150 150 150    150 150 150 150 150 150 129 122 125 119 112 115 10 10 0 10 0 0  0.00 0.00 1.00 20 20 20             1000 -200 0.30 141 118 118 169 179 184  125 125 125 240 180 188 206 255    180 188 206 255 255 0 0 
//8PM
150 150 150    150 150 150 150 150 150  105 137 153    85 99 119    0 0 0   0 0 0  0.00 0.50 1.00 0 0 0              1000 -200.00 1.00 21 14 14 84 106 112    122 126 134 240 0 188 206 255    0 188 206 255  255 0 0
//10PM 
5 5 5    157 176 208 255 255 255 21 14 14    31 24 24    10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14  23 28 30    5 5 5 240    255 77 77 77	255 0 0 0    255 0 0 
// 
//////////// RAINY_SF 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
5 5 5    157 176 208 255 255 255 21 14 14    31 24 24    10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14  23 28 30    5 5 5 240    255 77 77 77	255 0 0 0    255 0 0 
//5AM 
5 5 5    157 176 208 255 255 255 21 14 14    31 24 24    10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14  23 28 30    5 5 5 240    255 77 77 77	255 0 0 0    255 0 0 
//6AM 
25 25 25    157 176 208 255 255 255 61 54 54    71 64 64     10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14 23 28 30    55 55 66 240    0 188 206 255	0 188 206 255    255 0 0 
//7AM 
75 75 75    75 75 75 75 75 75 65 82 86 55 72 76 10 10 0 10 0 0  0.00 0.00 1.00 0 0 0            1000 -200 0.30 141 118 118 65 82 86  125 125 125 240 180 205 217 255    180 205 217 255 255 0 0 
//Midday 
75 75 75    75 75 75 75 75 75 131 121 124 121 111 114 10 10 0 10 0 0  0.00 0.00 1.00 0 0 0            1000 -200 0.30 141 118 118 151 141 144  125 125 125 240 180 244 242 255    180 244 242 255 255 0 0 
//7PM 
75 75 75    75 75 75 75 75 75 123 121 109  123 121 109 10 10 0 10 0 0  0.00 0.00 1.00 0 0 0             1000 -200 0.30 141 118 118 67 66 62  125 125 125 240 180 188 206 255    180 188 206 255 255 0 0 
//8PM
22 22 22    190 176 169 255 255 255 85 117 133    65 79 99    0 0 0   0 0 0  0.00 0.50 1.00 0 0 0              1000 -200.00 1.00 21 14 14 84 106 112    122 126 134 240 0 188 206 255    0 188 206 255  255 0 0 
//10PM 
5 5 5    157 176 208 255 255 255 21 14 14    31 24 24    10 10 0 10 0 0  0.00 0.50 1.00 0 0 0            1000 -200.00 1.00 21 14 14  23 28 30    5 5 5 240    255 77 77 77	255 0 0 0    255 0 0 
// 
//////////// FOGGY_SF 
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
0 0 0   	141 141 141	255 255 255	31 24 24    31 24 24	10 10 0	10 0 0	0.00 0.50 1.00 0 0 0	150.00 -400.00 1.00 30 20 0	31 24 24	5 5 5 240	255 77 77 77	255 0 0 0	255 0 0
//5AM
0 0 0   	141 141 141	255 255 255	31 24 24    31 24 24	10 10 0	10 0 0	0.00 0.50 1.00 0 0 0	150.00 -400.00 1.00 30 20 0	31 24 24	5 5 5 240	255 77 77 77	255 0 0 0	255 0 0
//6AM
0 0 0   	141 141 141	255 255 255	71 64 64    71 64 64 	10 10 0	10 0 0	0.00 0.50 1.00 0 0 0	150.00 -400.00 1.00 30 20 0	31 24 24	120 120 125 240	0 188 206 255    0 188 206 255	255 0 0
//7AM
75 75 75    	75 75 75 	75 75 75	120 120 120 120 120 120 0 10 0	10 0 0	0.00 0.50 1.00 0 0 0	150.00 -400.00 0.80 100 34 25	100 100 100	128 128 125 240	150 205 217 255    150 205 217 255	255 0 0
//Midday
75 75 75    	75 75 75 	75 75 75	140 140 140 140 140 140	10 10 0	10 0 0	0.00 0.50 1.00 0 0 0	150.00 -400.00 0.30 141 118 118	140 140 140	128 128 128 240	160 244 242 255    160 244 242 255	255 0 0
//7PM
75 75 75    	75 75 75 	75 75 75	120 120 120 120 120 120	10 10 0	10 0 0	0.00 0.50 1.00 0 0 0	150.00 -400.00 0.80 0 0 0	100 100 100	123 123 124 240	140 188 206 255    140 188 206 255	255 0 0
//8PM
33 33 33	141 141 141	255 255 255	85 117 133    65 79 99	10 10 0	10 0 0	0.00 0.50 1.00 0 0 0	150.00 -400.00 1.00 0 0 0	85 117 133 	122 121 124 240	0 188 206 255    0 188 206 255	255 0 0
//10PM
0 0 0   	141 141 141	255 255 255	31 24 24    31 24 24	10 10 0	10 0 0	0.00 0.50 1.00 0 0 0	150.00 -400.00 1.00 30 20 0	31 24 24	5 5 5 240	255 77 77 77	255 0 0 0	255 0 0
//
//////////// SUNNY_VEGAS 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
5 5 5      150 150 150 255 255 255 5 12 15      18 20 23   255 128 0   5 0 0   0.00 0.50 1.00 0 0 0               1400 0 1.00 21 14 14   21 14 14	5 5 5 240	255 77 77 77	255 0 0 0	255 0 0 
//5AM 
5 5 5     150 150 150 255 255 255 5 12 15      18 20 23    255 128 0   5 0 0   2.00 0.50 1.00 0 0 0               1400 0 1.00 21 14 14   21 14 14	5 5 5 240	255 77 77 77	255 0 0 0	255 0 0
//6AM 
55 55 55      150 150 150 255 255 255 53 98 107 101 65 16    155 155 155	155 120 0   2.00 1.00 1.00 0 0 0                1400 0.00 1.00 50 40 0  120 92 88	185 160 160 240	190 255 184 109	190 255 184 109 	255 0 0
//7AM 
150 150 150 150 150 150 200 200 200 38 95 173  118 122 142  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1400.00 0.00 0.50 30 30 30	145 164 183	145 170 170 240	190 255 211 165	190 255 211 165	255 0 0
//Midday 
150 150 150 150 150 150 200 200 200 55 102 149  90 110 135  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1400.00  0.00 0.00 30 30 30 	145 164 183	90 170 170 240	190 255 230 207	190 255 230 207   255 0 0
//7PM 
150 150 150 150 150 150 200 200 200 80 123 163  132 132 108  155 155 155	155 120 0   2.00 1.00 0.00 255 255 255 	1400.00 0.00 0.80 30 30 30	145 164 183	50 97 97 240	190 255 184 109	190 255 184 109  	 255 0 0
//8PM 
55 55 55   163 163 163 255 255 255 109 142 189 165 155 130 255 128 0   155 0 0 0.00 0.50 1.00 0 0 0            1400 0 1.00 110 33 6  100 100 100	110 33 6 240	25 255 139 22	25 255 139 22	255 0 0
//10PM 
5 5 5      150 150 150 255 255 255 5 12 15      18 20 23    255 128 0   5 0 0   0.00 0.50 1.00 0 0 0                1400 0 1.00 21 14 14   21 14 14	5 5 5 240	255 77 77 77	255 0 0 0	255 0 0
// 
//////////// EXTRASUNNY_VEGAS 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
5 5 5 150 150 150 255 255 255 5 12 15      22 24 23    255 128 0   5 0 0    0.00 0.50 1.00 0 0 0                   1000 -200.00 1.00 0 0 0  3 3 3	5 5 5 240	255 77 77 77	255 0 0 0	0 0 0 
//5AM 
5 5 5 150 150 150 255 255 255 5 12 15      22 24 23    255 128 0	255 0 0	2.00 0.50 1.00 0 0 0                   1000 -200.00 1.00 0 0 0  50 43 36	5 5 5 240	255 77 77 77	255 0 0 0	0 0 0
//6AM 
55 55 55  150 150 150 255 255 255 53 98 107 101 65 16   155 155 155	155 120 0   2.00 1.00 1.00 0 0 0                    1000 -200.00 1.00 0 0 0  120 92 88	185 160 160 240	190 255 184 109	190 255 184 109 	0 0 0
//7AM 
150 150 150 150 150 150 200 200 200 38 95 173  139 143 140  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1000.00 -200.00 0.80 0 0 0	145 164 183	145 170 170 240	190 255 211 165	190 255 211 165	0 0 0
//Midday 
150 150 150 150 150 150 200 200 200 55 102 149  105 109 118  155 155 155	155 155 155   1.40 .75 0.00 255 255 255 	1000.00 -200.00 0.00 0 0 0	145 164 183	90 170 170 240	190 255 230 207	190 255 230 207  	0 0 0
//7PM 
150 150 150 150 150 150 200 200 200 80 123 163  132 132 96   155 155 155	155 120 0   2.00 1.00 0.00 255 255 255 	1000.00 -200.00 0.80 0 0 0	110 33 6	50 97 97 240	190 255 184 109	190 255 184 109 	0 0 0
//8PM 
55 55 55 163 163 163 255 255 255 109 142 189 165 155 130 255 128 0   155 0 0 0.00 0.50 1.00 0 0 0              1000 -200.00 1.00 50 40 0  0 0 0	67 67 67 240	25 255 139 22	25 255 139 22	0 0 0
//10PM 
5 5 5 150 150 150 255 255 255 5 12 15      22 24 23    255 128 0   5 0 0    0.00 0.50 1.00 0 0 0                  1000 -200.00 1.00 50 40 0  0 0 0	5 5 5 240	255 77 77 77	255 0 0 0	0 0 0
// 
//////////// CLOUDY_VEGAS 
//Amb           Amb_Obj Dir         Sky top         Sky bot     SunCore     SunCorona   SunSz   SprSz   SprBght Shdw    LightShd    PoleShd FarClp  FogSt   LightOnGround   LowCloudsRGB    BottomCloudRGB  WaterRGBA           Alpha1  RGB1            Alpha2  RGB2        CloudAlpha 
//Midnight 
